state_abbr,year,quarter,moud_generic,utilization_type,number_of_prescriptions,total_amount_reimbursed,medicaid_amount_reimbursed,non_medicaid_amount_reimbursed,scripts_per100k,total_reimb_per100k,medicaid_reimb_per100k,nonmedicaid_reimb_per100k,pop
MI,2012,1,Buprenorphine,MCOU,19,3154.84,3154.84,0,0.19150729647839249,31.798677853783776,31.798677853783776,0,NA
MI,2012,1,Methadone,FFSU,754,7983.4400000000005,7760.29,223.15,7.599815870774102,80.46773742091882,78.21853462043707,2.249202800481752,NA
MI,2012,1,Methadone,MCOU,2970,39040.47,39040.47,0,29.935614238990826,393.50183489188356,393.50183489188356,0,NA
MI,2012,1,Naltrexone,FFSU,213,74491.41,49494,24997.41,2.1468975868367157,750.8236073664995,498.8664279948188,251.9571793716807,NA
MI,2012,1,Naltrexone,MCOU,0,0,0,0,0,0,0,0,NA
MI,2012,2,Buprenorphine,FFSU,4119,1070030.79,1044151.99,25878.8,41.51676601023677,10785.194933765186,10524.3539324965,260.84100126868543,NA
MI,2012,2,Buprenorphine,MCOU,81,19497.02,19497.02,0,0.8164258428815679,196.51692576763935,196.51692576763935,0,NA
MI,2012,2,Methadone,FFSU,547,5227.86,5094.54,133.32,5.513394272298983,52.693333419343624,51.34955695794893,1.3437764613946992,NA
MI,2012,2,Methadone,MCOU,2506,30672.260000000002,30672.260000000002,0,25.25880447236061,309.1558731306494,309.1558731306494,0,NA
MI,2012,2,Naltrexone,FFSU,322,100750.11,74535.4,26214.71,3.2455447087390725,1015.4937466316135,751.2669971545039,264.2267494771095,NA
MI,2012,2,Naltrexone,MCOU,0,0,0,0,0,0,0,0,NA
MI,2012,3,Buprenorphine,FFSU,4363,1232691.3199999998,1203342.54,29348.78,43.97612287027508,12424.704320293735,12128.888240675888,295.8160796178482,NA
MI,2012,3,Buprenorphine,MCOU,68,13714.039999999999,13709.539999999999,4.5,0.6853945347647731,138.22835390508072,138.18299691380952,0.04535699127119822,NA
MI,2012,3,Methadone,FFSU,573,5639.9,5443.3,196.6,5.775456888532573,56.84642112676241,54.86482457478073,1.9815965519816823,NA
MI,2012,3,Methadone,MCOU,2811,34525.75,34525.75,0,28.33300054740849,347.9964758625715,347.9964758625715,0,NA
MI,2012,3,Naltrexone,FFSU,353,113475.16,93630.55,19844.61,3.55800398194066,1143.7537425817382,943.7333420149974,200.02040056674065,NA
MI,2012,3,Naltrexone,MCOU,15,9011.59,9011.59,0,0.15118997090399405,90.83080199324826,90.83080199324826,0,NA
MI,2012,4,Buprenorphine,FFSU,4643,1337081.47,1304891.86,32189.609999999997,46.79833566048296,13476.887236371307,13152.437489750582,324.4497466207277,NA
MI,2012,4,Buprenorphine,MCOU,94,13250.74,13234.24,16.5,0.9474571509983628,133.55859967042602,133.39229070243164,0.1663089679943935,NA
MI,2012,4,Methadone,FFSU,564,5537.299999999999,5430.69,106.61,5.684742905990177,55.81228172577908,54.73772420590743,1.074557519871654,NA
MI,2012,4,Methadone,MCOU,3384,42596.700000000004,42596.700000000004,0,34.10845743594106,429.3462555737443,429.3462555737443,0,NA
MI,2012,4,Naltrexone,FFSU,363,104847.16,95299.04000000001,9548.119999999999,3.6587972958766564,1056.7892713177607,960.5506056519044,96.23866566585625,NA
MI,2012,4,Naltrexone,MCOU,0,0,0,0,0,0,0,0,NA
MI,2013,1,Buprenorphine,FFSU,5003,1437433.68,1398613.48,38820.200000000004,50.29218826508235,14449.667250275863,14059.430830749949,390.23641952591447,NA
MI,2013,1,Buprenorphine,MCOU,58,13408.390000000001,13400.730000000001,7.66,0.5830395601388719,134.786582892594,134.7095814610308,0.07700143156316827,NA
MI,2013,1,Methadone,FFSU,603,5808.16,5686.9400000000005,121.22,6.061600944202411,58.38598364855501,57.16743096786477,1.2185526806902425,NA
MI,2013,1,Methadone,MCOU,2976,37222.73,37222.73,0,29.915960878849706,374.17800217875856,374.17800217875856,0,NA
MI,2013,1,Naltrexone,FFSU,437,157380.25,101456.86,55923.39,4.392901513460122,1582.0502023197537,1019.8855694391572,562.1646328805964,NA
MI,2013,1,Naltrexone,MCOU,11,3433.19,3433.19,0,0.11057646830219986,34.511820473675414,34.511820473675414,0,NA
MI,2013,2,Buprenorphine,FFSU,5909,1702960.62,1664126.21,38834.409999999996,59.39966829069991,17118.851910665875,16728.472646447724,390.3792642181484,NA
MI,2013,2,Buprenorphine,MCOU,58,15474.67,15474.67,0,0.5830395601388719,155.55766879472756,155.55766879472756,0,NA
MI,2013,2,Methadone,FFSU,700,6241.41,6103.08,138.32999999999998,7.036684346503628,62.74118863873029,61.35063928779908,1.3905493509312095,NA
MI,2013,2,Methadone,MCOU,2789,35530.9,35530.9,0,28.03616091771231,357.1710397816939,357.1710397816939,0,NA
MI,2013,2,Naltrexone,FFSU,469,129231.97,96220.31,33011.66,4.714578512157431,1299.0922576668947,967.2456417038949,331.846615963,NA
MI,2013,2,Naltrexone,MCOU,0,0,0,0,0,0,0,0,NA
MI,2013,3,Buprenorphine,FFSU,5689,1731369.94,1690149.9200000002,41220.020000000004,57.18813892465591,17404.433935435605,16990.073550440513,414.360384995095,NA
MI,2013,3,Buprenorphine,MCOU,70,19021.75,19021.75,0,0.7036684346503628,191.2143578115791,191.2143578115791,0,NA
MI,2013,3,Methadone,FFSU,684,7024.9,6395.7,629.1999999999999,6.875845847154973,70.61714837964762,64.29217439276178,6.324973986885831,NA
MI,2013,3,Methadone,MCOU,3135,38369.98,38369.98,0,31.51429346612696,385.71062520236757,385.71062520236757,0,NA
MI,2013,3,Naltrexone,FFSU,526,117129.64,89136.09999999999,27993.54,5.287565666087011,1177.4347204280073,896.0322851119743,281.40243531603306,NA
MI,2013,3,Naltrexone,MCOU,0,0,0,0,0,0,0,0,NA
MI,2013,4,Buprenorphine,FFSU,5347,1647940.58,1611600.27,36340.31,53.75021600107842,16565.76811893444,16200.460561042884,365.30755789155603,NA
MI,2013,4,Buprenorphine,MCOU,74,20646.01,20646.01,0,0.7438780594875263,207.5420791210819,207.5420791210819,0,NA
MI,2013,4,Methadone,FFSU,666,8076.43,7982.7,93.72999999999999,6.694902535387737,81.18755508090327,80.24534304690644,0.9422120339968355,NA
MI,2013,4,Methadone,MCOU,3609,45005.310000000005,45005.310000000005,0,36.279134009330846,452.41165769506176,452.41165769506176,0,NA
MI,2013,4,Naltrexone,FFSU,608,126612.75,103078.70999999999,23534.04,6.111862975248865,1272.762794275396,1036.1890644496957,236.57372982570033,NA
MI,2013,4,Naltrexone,MCOU,14,8682,8682,0,0.14073368693007254,87.27499070906356,87.27499070906356,0,NA
MI,2014,1,Buprenorphine,FFSU,5305,1618999.4,1587720.31,31279.09,53.182386915749376,16230.396325573249,15916.824852104344,313.57147346890616,NA
MI,2014,1,Buprenorphine,MCOU,86,22968.01,22968.01,0,0.862146140387266,230.25326946367593,230.25326946367593,0,NA
MI,2014,1,Methadone,FFSU,613,7235,7136.09,98.91,6.145297489039466,72.53055029885896,71.53898198786239,0.9915683109965637,NA
MI,2014,1,Methadone,MCOU,3448,43671.78,43671.78,0,34.566045256456896,437.80763454467206,437.80763454467206,0,NA
MI,2014,1,Naltrexone,FFSU,567,101645.73,88498.81,13146.92,5.684149553483486,1018.9938814691411,887.1965984926277,131.79728297651343,NA
MI,2014,1,Naltrexone,MCOU,0,0,0,0,0,0,0,0,NA
MI,2014,2,Buprenorphine,FFSU,7232,2021189.24,1985880.5399999998,35308.7,72.5004754334966,20262.331421607807,19908.363288734643,353.9681328731611,NA
MI,2014,2,Buprenorphine,MCOU,284,78860.48999999999,78860.48999999999,0,2.847087254302134,790.5728730528905,790.5728730528905,0,NA
MI,2014,2,Methadone,FFSU,777,9682.04,9539.32,142.72,7.7893901288477405,97.06201647761775,95.6312548827797,1.4307615948380303,NA
MI,2014,2,Methadone,MCOU,3975,47471.22,47471.22,0,39.8491966051091,475.8968500287766,475.8968500287766,0,NA
MI,2014,2,Naltrexone,FFSU,674,96434.14,80619.03,15815.11,6.7568197514071775,966.747925611224,808.2021576309908,158.5457679802332,NA
MI,2014,2,Naltrexone,MCOU,13,8888.78,8888.78,0,0.1303244165701681,89.10962057850608,89.10962057850608,0,NA
MI,2014,3,Buprenorphine,FFSU,9196,2561992.4,2523562.05,38430.35,92.18948729071278,25683.858829784986,25298.59629575903,385.2625340259508,NA
MI,2014,3,Buprenorphine,MCOU,454,135496.16,135496.16,0,4.551329624835102,1358.3429230383192,1358.3429230383192,0,NA
MI,2014,3,Methadone,FFSU,755,9386.2,9235.66,150.54,7.568841116190533,94.09623375468556,92.58707701080299,1.5091567438825468,NA
MI,2014,3,Methadone,MCOU,4996,57142.549999999996,57142.549999999996,0,50.084675783427684,572.8514992370508,572.8514992370508,0,NA
MI,2014,3,Naltrexone,FFSU,823,130873.7,124125.75,6747.95,8.25053806440372,1312.0029689907085,1244.3550730834265,67.64789590728199,NA
MI,2014,3,Naltrexone,MCOU,41,21173.5,21173.5,0,0.4110231599520687,212.26338724988113,212.26338724988113,0,NA
MI,2014,4,Buprenorphine,FFSU,10723,3041573.8,2987075.36,54498.439999999995,107.49759376014714,30491.64084154686,29945.296426394223,546.3444151526394,NA
MI,2014,4,Buprenorphine,MCOU,599,192609.82,192609.82,0,6.0049481173485155,1930.9048013219308,1930.9048013219308,0,NA
MI,2014,4,Methadone,FFSU,628,11452.42,11252.38,200.04,6.295671815851199,114.80999652434807,112.8046045019868,2.005392022361264,NA
MI,2014,4,Methadone,MCOU,5618,126140.45999999999,126140.45999999999,0,56.32019786855419,1264.5524504148177,1264.5524504148177,0,NA
MI,2014,4,Naltrexone,FFSU,949,188988.12999999998,176915.82,12072.31,9.513682409622273,1894.5975216105448,1773.5731556563753,121.02436595416971,NA
MI,2014,4,Naltrexone,MCOU,83,30985.89,30985.89,0,0.8320712750249195,310.6321566274928,310.6321566274928,0,NA
MI,2015,1,Buprenorphine,FFSU,11968,3424477.56,3399203.3800000004,25274.18,119.82748366689722,34286.976010073195,34033.92275212332,253.0532579498847,NA
MI,2015,1,Buprenorphine,MCOU,591,207552.41999999998,207552.41999999998,0,5.917282991906438,2078.0819032064664,2078.0819032064664,0,NA
MI,2015,1,Methadone,FFSU,470,12637.24,11751.82,885.42,4.705791888656559,126.52813082341746,117.66301964457855,8.865111178838914,NA
MI,2015,1,Methadone,MCOU,3949,120909.9,120909.9,0,39.538664187882446,1210.5889929325012,1210.5889929325012,0,NA
MI,2015,1,Naltrexone,FFSU,1099,218956.47999999998,207597.91999999998,11358.56,11.003543160922463,2192.2630373463658,2078.537463910581,113.72557343578477,NA
MI,2015,1,Naltrexone,MCOU,58,21919.51,21919.51,0,0.5807147437065541,219.465217790056,219.465217790056,0,NA
MI,2015,2,Buprenorphine,FFSU,12152,3383071.75,3369910.36,13161.390000000001,121.66975112969043,33872.407659347125,33740.631569335535,131.7760900115863,NA
MI,2015,2,Buprenorphine,MCOU,777,283266.16,283266.16,0,7.779575101034353,2836.152336295512,2836.152336295512,0,NA
MI,2015,2,Methadone,FFSU,460,12790.23,11785.060000000001,1005.1700000000001,4.605668656983014,128.059916144791,117.99582926666143,10.064086878129602,NA
MI,2015,2,Methadone,MCOU,4687,153822.69,153822.69,0,46.927758685389975,1540.1224827517708,1540.1224827517708,0,NA
MI,2015,2,Naltrexone,FFSU,1339,385408.22,369654.82,15753.4,13.406500721087514,3858.8316499948137,3701.103518210213,157.7281317846005,NA
MI,2015,2,Naltrexone,MCOU,105,42702.12,42702.12,0,1.05129393257221,427.54742537114686,427.54742537114686,0,NA
MI,2015,3,Buprenorphine,FFSU,12696,3497887.77,3487188.25,10699.52,127.1164549327312,35021.98275637655,34914.85570440098,107.12705197557153,NA
MI,2015,3,Buprenorphine,MCOU,672,248371.56,248371.56,0,6.728281168462143,2486.7763242999486,2486.7763242999486,0,NA
MI,2015,3,Methadone,FFSU,486,11197.22,10308.52,888.7,4.865989059334229,112.11018521596381,103.21223361713596,8.897951598827838,NA
MI,2015,3,Methadone,MCOU,3824,128080.6,128080.6,0,38.28712379196315,1282.3843586686494,1282.3843586686494,0,NA
MI,2015,3,Naltrexone,FFSU,1919,707629.02,693459.65,14169.369999999999,19.213648158153056,7085.010430838276,6943.14211932046,141.86831151781612,NA
MI,2015,3,Naltrexone,MCOU,137,75587.67,75587.67,0,1.37168827392755,756.8081795073376,756.8081795073376,0,NA
MI,2015,4,Buprenorphine,FFSU,13801,3691142.9699999997,3681706.1300000004,9436.84,138.1800720326578,36956.91627254825,36862.43158078964,94.4846917586165,NA
MI,2015,4,Buprenorphine,MCOU,606,241015.3,241015.3,0,6.0674678394167545,2413.123071876866,2413.123071876866,0,NA
MI,2015,4,Methadone,FFSU,244,7420.12,6681.85,738.27,2.443006852834469,74.29263938054957,66.90084155578687,7.391797824762718,NA
MI,2015,4,Methadone,MCOU,3633,115782.81999999999,115782.81999999999,0,36.37477006699846,1159.255011067622,1159.255011067622,0,NA
MI,2015,4,Naltrexone,FFSU,1514,57752.619999999995,57653.97,98.65,15.15865727537453,578.237895201414,577.2501795209544,0.9877156804595095,NA
MI,2015,4,Naltrexone,MCOU,271,127676.78,127491.82,184.96,2.713339578353037,1278.3411823272083,1276.4893030341746,1.8518792930338661,NA
MI,2016,1,Buprenorphine,FFSU,13418,3661284.14,3647628.97,13655.17,133.947721256569,36549.46097971508,36413.145664103875,136.31531561119863,NA
MI,2016,1,Buprenorphine,MCOU,763,304640.48,304640.48,0,7.6167917214757885,3041.1311744304203,3041.1311744304203,0,NA
MI,2016,1,Methadone,FFSU,74,1776.7,1690.51,86.19,0.7387189874039428,17.73624358000791,16.875835613462694,0.8604079665452139,NA
MI,2016,1,Methadone,MCOU,4317,144775.2,144775.2,0,43.09526849490299,1445.2457992595043,1445.2457992595043,0,NA
MI,2016,1,Naltrexone,FFSU,2664,1420851.6400000001,1411197.92,9653.720000000001,26.593883546541942,14183.920064216642,14087.54997958041,96.37008463623232,NA
MI,2016,1,Naltrexone,MCOU,313,187278.38,186058.58,1219.8,3.1245816629382985,1869.541827516903,1857.3649434515607,12.17688406534229,NA
MI,2016,2,Buprenorphine,FFSU,14624,3921058.07,3910460.34,10597.73,145.98684421344944,39142.70333814133,39036.9094952443,105.79384289703226,NA
MI,2016,2,Buprenorphine,MCOU,754,328638.4,328638.4,0,7.526947520305039,3280.694946892594,3280.694946892594,0,NA
MI,2016,2,Methadone,FFSU,80,2251.69,1982.66,269.03,0.798615121517776,22.477921037129512,19.792278210355423,2.6856428267740906,NA
MI,2016,2,Methadone,MCOU,3493,97246.84,97246.84,0,34.86953274326989,970.7849617977465,970.7849617977465,0,NA
MI,2016,2,Naltrexone,FFSU,3129,1753323.87,1747115.28,6208.59,31.235833940364014,17502.88694375084,17440.90852053454,61.97842321630061,NA
MI,2016,2,Naltrexone,MCOU,323,189743.14,189743.14,0,3.2244085531280207,1894.1467601033048,1894.1467601033048,0,NA
MI,2016,3,Buprenorphine,FFSU,15927,4251122.4,4239510.63,11611.77,158.99428800517023,42437.63290078675,42321.716211916915,115.91668886983082,NA
MI,2016,3,Buprenorphine,MCOU,453,211666.44,211666.44,0,4.522158125594407,2113.000246272938,2113.000246272938,0,NA
MI,2016,3,Methadone,FFSU,114,2652.19,2507.45,144.73999999999998,1.1380265481628309,26.475987989227878,25.031093580621842,1.444894408606036,NA
MI,2016,3,Methadone,MCOU,3771,97760.52,97760.52,0,37.644720290544164,975.9128694930122,975.9128694930122,0,NA
MI,2016,3,Naltrexone,FFSU,3538,2195019.68,2185238.91,9780.77,35.318753749123644,21912.198855963878,21814.560470687782,97.63838527609273,NA
MI,2016,3,Naltrexone,MCOU,290,177303.58,177303.58,0,2.894979815501938,1769.9665010904591,1769.9665010904591,0,NA
MI,2016,4,Buprenorphine,FFSU,18244,4550877.66,4539287.2,11590.460000000001,182.1241784621288,45429.996443167904,45314.29248540106,115.70395776683652,NA
MI,2016,4,Buprenorphine,MCOU,369,170530.47999999998,170530.47999999998,0,3.683612248000742,1702.3527500960583,1702.3527500960583,0,NA
MI,2016,4,Methadone,FFSU,80,2043.39,1765.66,277.73,0.798615121517776,20.398526914477603,17.626034693238456,2.7724922212391494,NA
MI,2016,4,Methadone,MCOU,3619,95373.02,95373.02,0,36.12735155966039,952.079199460216,952.079199460216,0,NA
MI,2016,4,Naltrexone,FFSU,2054,53593.73,52910.87,682.86,20.5044432449689,535.0095399567609,528.1927609332656,6.816779023495357,NA
MI,2016,4,Naltrexone,MCOU,194,69546.76,69546.76,0,1.9366416696806068,694.2636773570949,694.2636773570949,0,NA
MI,2017,1,Buprenorphine,FFSU,21002,6017481.88,5975525.8,41956.08,208.9799277973454,59876.81786516685,59459.33483645246,417.48302871439137,NA
MI,2017,1,Buprenorphine,MCOU,349,171209.03999999998,171209.03999999998,0,3.4727166365714477,1703.6116949553764,1703.6116949553764,0,NA
MI,2017,1,Methadone,FFSU,107,2005.01,1847.2099999999998,157.8,1.0647010891494122,19.95080682949031,18.38062148493164,1.5701853445586662,NA
MI,2017,1,Methadone,MCOU,3272,80034.67,80034.67,0,32.55796227754091,796.3831805487271,796.3831805487271,0,NA
MI,2017,1,Naltrexone,FFSU,4334,2594119.21,2578049.31,16069.900000000001,43.12536934928554,25812.724750190777,25652.821572316738,159.90317787403873,NA
MI,2017,1,Naltrexone,MCOU,102,14491.62,14491.62,0,1.0149487018059817,144.1985382947608,144.1985382947608,0,NA
MI,2017,2,Buprenorphine,FFSU,24177,6593511.27,6497490.74,96020.53,240.57269376042376,65608.58533166285,64653.13521136655,955.4501202962973,NA
MI,2017,2,Buprenorphine,MCOU,275,133381.87,133381.87,0,2.7363813038886766,1327.213292166218,1327.213292166218,0,NA
MI,2017,2,Methadone,FFSU,99,2101.52,2026.48,75.04,0.9850972693999235,20.911127409993206,20.164443580743,0.7466838292502047,NA
MI,2017,2,Methadone,MCOU,3443,74848.8,74848.8,0,34.25949392468623,744.7812979581919,744.7812979581919,0,NA
MI,2017,2,Naltrexone,FFSU,5860,4047841.3200000003,4021103.92,26737.4,58.309797966500525,40277.95385147659,40011.90395520534,266.04989627124763,NA
MI,2017,2,Naltrexone,MCOU,116,34932.03,34932.03,0,1.154255386367587,347.59037745046675,347.59037745046675,0,NA
MI,2017,3,Buprenorphine,FFSU,27883,7215576.239999999,7108840.0600000005,106736.18000000001,277.4491632593744,71798.42879970673,70736.35284552311,1062.0759541836235,NA
MI,2017,3,Buprenorphine,MCOU,161,67991.38,67991.38,0,1.6020268724584614,676.5466947548745,676.5466947548745,0,NA
MI,2017,3,Methadone,FFSU,90,1593.08,1518.6499999999999,74.43,0.8955429721817486,15.851906645814447,15.11129260782014,0.7406140379943063,NA
MI,2017,3,Methadone,MCOU,3350,71472.66,71472.66,0,33.33409952009842,711.187092957062,711.187092957062,0,NA
MI,2017,3,Naltrexone,FFSU,5852,3640532.31,3622986.6999999997,17545.61,58.23019414675103,36225.03472467875,36050.44752769939,174.58719697935345,NA
MI,2017,3,Naltrexone,MCOU,124,23609.85,23609.85,0,1.233859206117076,234.92928046405842,234.92928046405842,0,NA
MI,2017,4,Buprenorphine,FFSU,28442,7542651.22,7420182.09,122469.13,283.01148016436997,75052.98101876769,73834.3547000931,1218.6263186745884,NA
MI,2017,4,Buprenorphine,MCOU,190,74202.96,74202.96,0,1.8905907190503584,738.3548815898157,738.3548815898157,0,NA
MI,2017,4,Methadone,FFSU,122,2009.18,1982.8600000000001,26.32,1.2139582511797038,19.99230032053473,19.730403753558914,0.26189656697581803,NA
MI,2017,4,Methadone,MCOU,3108,64045.89000000001,64045.89000000001,0,30.926083972676388,637.2871854069483,637.2871854069483,0,NA
MI,2017,4,Naltrexone,FFSU,5524,3527311.75,3502001.8400000003,25309.910000000003,54.966437537021996,35098.43609340672,34846.590404217255,251.84568918947295,NA
MI,2017,4,Naltrexone,MCOU,164,30149.5,30149.5,0,1.6318783048645198,300.00192044215146,300.00192044215146,0,NA
MI,2018,1,Buprenorphine,FFSU,31166,8589087.47,8448257.99,140829.48,309.4764271727969,85289.10039434761,83890.67248216757,1398.4279121800316,NA
MI,2018,1,Buprenorphine,MCOU,169,70274.66,70274.66,0,1.678159410646303,697.8229704672741,697.8229704672741,0,NA
MI,2018,1,Methadone,FFSU,118,2208.91,2208.91,0,1.1717326062500812,21.934337892134465,21.934337892134465,0,NA
MI,2018,1,Methadone,MCOU,2769,53623.97,53623.97,0,27.4959964975125,532.482662081154,532.482662081154,0,NA
MI,2018,1,Naltrexone,FFSU,5781,3572639.47,3546468.7199999997,26170.75,57.40496776891288,35476.08607944923,35216.212171779574,259.87390766965524,NA
MI,2018,1,Naltrexone,MCOU,179,37071.88,37071.88,0,1.7774587840573268,368.1214455168666,368.1214455168666,0,NA
MI,2018,2,Buprenorphine,FFSU,33702,9292080.450000001,9148220.809999999,143859.64,334.65874826983253,92269.77663698245,90841.25942586889,1428.5172111135464,NA
MI,2018,2,Buprenorphine,MCOU,188,71009.35,71009.35,0,1.8668282201272481,705.1183961324086,705.1183961324086,0,NA
MI,2018,2,Methadone,FFSU,97,1631.9299999999998,1629.9199999999998,2.01,0.9632039220869313,16.204962645065212,16.185003471009594,0.01995917405561579,NA
MI,2018,2,Methadone,MCOU,2448,41155.6,41155.6,0,24.308486611018637,408.6725292354733,408.6725292354733,0,NA
MI,2018,2,Naltrexone,FFSU,6577,4554213.17,4530810.55,23402.620000000003,65.30919789243038,45223.05141612326,44990.66486590563,232.38655021762952,NA
MI,2018,2,Naltrexone,MCOU,189,14234.1,14234.1,0,1.8767581574683505,141.34372110698544,141.34372110698544,0,NA
MI,2018,3,Buprenorphine,FFSU,35344,9443700.41,9319627.79,124072.62,350.9637053839227,93775.3533394429,92543.31999709648,1232.0333423464065,NA
MI,2018,3,Buprenorphine,MCOU,230,88300.78,88300.78,0,2.2838855884535483,876.8212125704665,876.8212125704665,0,NA
MI,2018,3,Methadone,FFSU,43,611.53,608.01,3.52,0.4269873056674025,6.072454582204341,6.037501202763661,0.034953379440680395,NA
MI,2018,3,Methadone,MCOU,2294,37205.64,37205.64,0,22.779276260488867,369.4496739356125,369.4496739356125,0,NA
MI,2018,3,Naltrexone,FFSU,6471,4283376.399999999,4252251.64,31124.76,64.25662453427353,42533.6592603567,42224.59234379984,309.06691655684983,NA
MI,2018,3,Naltrexone,MCOU,162,12899.61,12899.61,0,1.6086498492585861,128.0923190246577,128.0923190246577,0,NA
MI,2018,4,Buprenorphine,FFSU,36477,10048952.35,9901320.99,147631.36,362.21432439139164,99785.46717922355,98319.49702484182,1465.9701543817287,NA
MI,2018,4,Buprenorphine,MCOU,260,108635.15000000001,108635.15000000001,0,2.5817837086866198,1078.7402325412586,1078.7402325412586,0,NA
MI,2018,4,Methadone,FFSU,95,1195.68,1181.74,13.94,0.9433440474047264,11.873027480009299,11.734604153474331,0.13842332653496722,NA
MI,2018,4,Methadone,MCOU,2130,31130.079999999998,31130.079999999998,0,21.150766536548076,309.1197438235045,309.1197438235045,0,NA
MI,2018,4,Naltrexone,FFSU,6437,4155670.61,4124356.43,31314.18,63.91900666467605,41265.54876756072,40954.60092227272,310.9478452880015,NA
MI,2018,4,Naltrexone,MCOU,151,22997.62,22997.62,0,1.49942053850646,228.364925594483,228.364925594483,0,NA
MI,2019,1,Buprenorphine,FFSU,39275,11769125.13,11649724.120000001,119401.01,389.70039952352863,116777.4096805449,115592.6707550067,1184.7389255382009,NA
MI,2019,1,Buprenorphine,MCOU,391,153018.05,153018.05,0,3.879639878133665,1518.2990507781356,1518.2990507781356,0,NA
MI,2019,1,Methadone,FFSU,106,1260.5,1200.46,60.04,1.0517693787267737,12.507125489482059,11.911387437607006,0.5957380518750518,NA
MI,2019,1,Methadone,MCOU,1927,27143.81,27143.81,0,19.120373517042385,269.33045452809046,269.33045452809046,0,NA
MI,2019,1,Naltrexone,FFSU,6672,4311627.7700000005,4265646.29,45981.48,66.20193674400976,42781.49114107552,42325.24668208931,456.2444589862035,NA
MI,2019,1,Naltrexone,MCOU,164,17524.69,17524.69,0,1.6272658312376498,173.8861539026349,173.8861539026349,0,NA
MI,2019,2,Buprenorphine,FFSU,43099,12803869.95,12732527.37,71342.58,427.6434759787285,127044.5126661312,126336.62642987302,707.8862362581617,NA
MI,2019,2,Buprenorphine,MCOU,414,172737.84,172737.84,0,4.107853988612116,1713.9657609377814,1713.9657609377814,0,NA
MI,2019,2,Methadone,FFSU,59,728.51,712.91,15.6,0.585418805140374,7.228533114115489,7.073744413095323,0.15478870102016667,NA
MI,2019,2,Methadone,MCOU,1627,24327.100000000002,24327.100000000002,0,16.143667728193027,241.3820646530575,241.3820646530575,0,NA
MI,2019,2,Naltrexone,FFSU,6679,4184259.3600000003,4158549.4800000004,25709.879999999997,66.27139321241624,41517.69686319706,41262.59436777498,255.1024954220745,NA
MI,2019,2,Naltrexone,MCOU,144,35317.8,34354.32,963.48,1.4288187786476925,350.43566569807973,340.8756773866111,9.559988311468603,NA
MI,2019,3,Buprenorphine,FFSU,45586,13256801.25,13201637.85,55163.4,452.32036696828965,131538.65674166806,130991.30603462603,547.3507070420425,NA
MI,2019,3,Buprenorphine,MCOU,399,178738.28,178738.28,0,3.959018699169648,1773.5042425499255,1773.5042425499255,0,NA
MI,2019,3,Methadone,FFSU,81,930.64,930.64,0,0.803710562989327,9.234138251115892,9.234138251115892,0,NA
MI,2019,3,Methadone,MCOU,1515,23823.37,23823.37,0,15.032364233689265,236.38387796300054,236.38387796300054,0,NA
MI,2019,3,Naltrexone,FFSU,6608,4067872.77,4038273.02,29599.75,65.56690617572188,40362.86807587226,40069.168918627285,293.6991572449794,NA
MI,2019,3,Naltrexone,MCOU,168,24288.82,21398.38,2890.44,1.6669552417556412,241.00223699440033,212.3222720599945,28.679964934405806,NA
MI,2019,4,Buprenorphine,FFSU,49065,14170231.52,14124542.700000001,45688.82,486.84023176631274,140602.0339830655,140148.69339979987,453.34058326565463,NA
MI,2019,4,Buprenorphine,MCOU,411,192498.75,192498.75,0,4.0780869307236225,1910.040478237552,1910.040478237552,0,NA
MI,2019,4,Methadone,FFSU,68,852.82,852.82,0,0.6747199788058548,8.461980769488369,8.461980769488369,0,NA
MI,2019,4,Methadone,MCOU,1471,21693.41,21693.41,0,14.595780717991358,215.24966375627525,215.24966375627525,0,NA
MI,2019,4,Naltrexone,FFSU,6732,4249493.649999999,4210813.2299999995,38680.42,66.79727790177962,42164.97449211197,41781.17372501489,383.8007670970818,NA
MI,2019,4,Naltrexone,MCOU,156,40419.45,37221.9,3197.55,1.5478870102016669,401.05603599035743,369.32881733990655,31.727218650450897,NA
MI,2020,1,Buprenorphine,FFSU,56093,16436153.28,16387797.58,48355.700000000004,556.9961036189703,163208.8377416818,162728.67200820762,480.1657334741918,NA
MI,2020,1,Buprenorphine,MCOU,438,193386.86,193386.86,0,4.349282323732177,1920.3060544293817,1920.3060544293817,0,NA
MI,2020,1,Methadone,FFSU,41,486.18,466.35,19.83,0.40712460107995263,4.827703379342716,4.630794090576486,0.1969092887662307,NA
MI,2020,1,Methadone,MCOU,1175,16420.239999999998,16420.239999999998,0,11.667595274852301,163.05082096675807,163.05082096675807,0,NA
MI,2020,1,Naltrexone,FFSU,7221,4469017,4418678.390000001,50338.61,71.70357913166677,44376.750325476256,43876.8945568136,499.8557686626662,NA
MI,2020,1,Naltrexone,MCOU,189,20156.6,18232.66,1923.94,1.8767451122953913,200.1523837592237,181.04791290552217,19.104470853701564,NA
MI,2020,2,Buprenorphine,FFSU,56057,17717253.03,17681927.4,35325.63,556.6386283594854,175929.9895627154,175579.21070852884,350.7788541865367,NA
MI,2020,2,Buprenorphine,MCOU,469,213588.45,213588.45,0,4.657108241621897,2120.905182964278,2120.905182964278,0,NA
