survey_year,state,facility_count,assigned_count,high_confidence_count,fallback_count,unassigned_count,assigned_share,high_confidence_share
2018,NC,476,473,0,473,3,0.9936974789915967,0.0
2018,ND,73,70,0,70,3,0.958904109589041,0.0
2018,NE,119,115,0,115,4,0.9663865546218487,0.0
2018,NH,72,72,0,72,0,1.0,0.0
2018,NJ,342,334,0,334,8,0.9766081871345029,0.0
2018,NM,130,130,0,130,0,1.0,0.0
2018,NV,69,68,0,68,1,0.9855072463768116,0.0
2018,NY,825,822,0,822,3,0.9963636363636363,0.0
2018,OH,415,415,0,415,0,1.0,0.0
2018,OK,173,171,0,171,2,0.9884393063583815,0.0
2018,OR,210,209,0,209,1,0.9952380952380953,0.0
2018,PA,547,541,0,541,6,0.9890310786106032,0.0
2018,RI,54,54,0,54,0,1.0,0.0
2018,SC,103,101,0,101,2,0.9805825242718447,0.0
2018,SD,52,49,0,49,3,0.9423076923076923,0.0
2018,TN,232,229,0,229,3,0.9870689655172413,0.0
2018,TX,456,452,0,452,4,0.9912280701754386,0.0
2018,UT,258,258,0,258,0,1.0,0.0
2018,VA,209,209,0,209,0,1.0,0.0
2018,VT,42,37,0,37,5,0.8809523809523809,0.0
2018,WA,427,426,0,426,1,0.9976580796252927,0.0
2018,WI,250,247,0,247,3,0.988,0.0
2018,WV,93,93,0,93,0,1.0,0.0
2018,WY,50,50,0,50,0,1.0,0.0
2019,AK,90,90,0,90,0,1.0,0.0
2019,AL,129,128,0,128,1,0.9922480620155039,0.0
2019,AR,149,148,0,148,1,0.9932885906040269,0.0
2019,AZ,408,406,0,406,2,0.9950980392156863,0.0
2019,CA,1440,1435,0,1435,5,0.9965277777777778,0.0
2019,CO,378,375,0,375,3,0.9920634920634921,0.0
2019,CT,208,206,0,206,2,0.9903846153846154,0.0
2019,DC,25,24,0,24,1,0.96,0.0
2019,DE,42,42,0,42,0,1.0,0.0
2019,FL,574,572,0,572,2,0.9965156794425087,0.0
2019,GA,298,297,0,297,1,0.9966442953020134,0.0
2019,HI,149,149,0,149,0,1.0,0.0
2019,IA,170,170,0,170,0,1.0,0.0
2019,ID,111,111,0,111,0,1.0,0.0
2019,IL,724,722,0,722,2,0.9972375690607734,0.0
2019,IN,355,353,0,353,2,0.9943661971830986,0.0
2019,KS,172,172,0,172,0,1.0,0.0
2019,KY,413,406,0,406,7,0.9830508474576272,0.0
2019,LA,123,122,0,122,1,0.991869918699187,0.0
2019,MA,402,398,0,398,4,0.9900497512437811,0.0
2019,MD,400,395,0,395,5,0.9875,0.0
2019,ME,169,165,0,165,4,0.9763313609467456,0.0
2019,MI,439,435,0,435,4,0.9908883826879271,0.0
2019,MN,395,395,0,395,0,1.0,0.0
2019,MO,264,263,0,263,1,0.9962121212121212,0.0
2019,MS,80,78,0,78,2,0.975,0.0
2019,MT,72,71,0,71,1,0.9861111111111112,0.0
2019,NC,481,479,0,479,2,0.9958419958419958,0.0
2019,ND,74,70,0,70,4,0.9459459459459459,0.0
2019,NE,120,114,0,114,6,0.95,0.0
2019,NH,76,76,0,76,0,1.0,0.0
2019,NJ,344,338,0,338,6,0.9825581395348837,0.0
2019,NM,140,140,0,140,0,1.0,0.0
2019,NV,81,80,0,80,1,0.9876543209876543,0.0
2019,NY,842,839,0,839,3,0.996437054631829,0.0
2019,OH,447,447,0,447,0,1.0,0.0
2019,OK,184,182,0,182,2,0.9891304347826086,0.0
2019,OR,215,214,0,214,1,0.9953488372093023,0.0
2019,PA,565,558,0,558,7,0.9876106194690265,0.0
2019,RI,58,58,0,58,0,1.0,0.0
2019,SC,108,106,0,106,2,0.9814814814814815,0.0
2019,SD,54,53,0,53,1,0.9814814814814815,0.0
2019,TN,286,283,0,283,3,0.9895104895104895,0.0
2019,TX,457,453,0,453,4,0.9912472647702407,0.0
2019,UT,291,290,0,290,1,0.9965635738831615,0.0
2019,VA,210,210,0,210,0,1.0,0.0
2019,VT,46,40,0,40,6,0.8695652173913043,0.0
2019,WA,418,417,0,417,1,0.9976076555023924,0.0
2019,WI,251,249,0,249,2,0.9920318725099602,0.0
2019,WV,87,87,0,87,0,1.0,0.0
2019,WY,55,55,0,55,0,1.0,0.0
2020,AK,95,95,0,95,0,1.0,0.0
2020,AL,134,131,0,131,3,0.9776119402985075,0.0
2020,AR,158,157,0,157,1,0.9936708860759493,0.0
2020,AZ,376,374,0,374,2,0.9946808510638298,0.0
2020,CA,1392,1387,0,1387,5,0.9964080459770115,0.0
2020,CO,361,359,0,359,2,0.9944598337950139,0.0
2020,CT,196,196,0,196,0,1.0,0.0
2020,DC,28,27,0,27,1,0.9642857142857143,0.0
2020,DE,43,43,0,43,0,1.0,0.0
2020,FL,594,592,0,592,2,0.9966329966329966,0.0
2020,GA,286,285,0,285,1,0.9965034965034965,0.0
2020,HI,154,154,0,154,0,1.0,0.0
2020,IA,178,178,0,178,0,1.0,0.0
2020,ID,105,105,0,105,0,1.0,0.0
2020,IL,693,691,0,691,2,0.9971139971139971,0.0
2020,IN,368,365,0,365,3,0.9918478260869565,0.0
2020,KS,161,161,0,161,0,1.0,0.0
2020,KY,459,453,0,453,6,0.9869281045751634,0.0
2020,LA,142,141,0,141,1,0.9929577464788732,0.0
2020,MA,422,419,0,419,3,0.9928909952606635,0.0
2020,MD,380,375,0,375,5,0.9868421052631579,0.0
2020,ME,180,178,0,178,2,0.9888888888888889,0.0
2020,MI,422,418,0,418,4,0.990521327014218,0.0
2020,MN,394,394,0,394,0,1.0,0.0
2020,MO,263,262,0,262,1,0.9961977186311787,0.0
2020,MS,87,84,0,84,3,0.9655172413793104,0.0
2020,MT,117,115,0,115,2,0.9829059829059829,0.0
2020,NC,541,538,0,538,3,0.9944547134935305,0.0
2020,ND,73,70,0,70,3,0.958904109589041,0.0
2020,NE,119,113,0,113,6,0.9495798319327731,0.0
2020,NH,81,81,0,81,0,1.0,0.0
2020,NJ,348,343,0,343,5,0.985632183908046,0.0
2020,NM,134,133,0,133,1,0.9925373134328358,0.0
2020,NV,89,88,0,88,1,0.9887640449438202,0.0
2020,NY,806,803,0,803,3,0.9962779156327544,0.0
2020,OH,489,489,0,489,0,1.0,0.0
2020,OK,176,173,0,173,3,0.9829545454545454,0.0
2020,OR,214,213,0,213,1,0.9953271028037384,0.0
2020,PA,564,559,0,559,5,0.9911347517730497,0.0
2020,RI,57,57,0,57,0,1.0,0.0
2020,SC,116,114,0,114,2,0.9827586206896551,0.0
2020,SD,53,53,0,53,0,1.0,0.0
2020,TN,292,289,0,289,3,0.9897260273972602,0.0
2020,TX,469,465,0,465,4,0.9914712153518124,0.0
2020,UT,306,305,0,305,1,0.9967320261437909,0.0
2020,VA,206,206,0,206,0,1.0,0.0
2020,VT,43,38,0,38,5,0.8837209302325582,0.0
2020,WA,418,417,0,417,1,0.9976076555023924,0.0
2020,WI,257,255,0,255,2,0.9922178988326849,0.0
2020,WV,93,93,0,93,0,1.0,0.0
2020,WY,57,57,0,57,0,1.0,0.0
